clarity,cut,color,carat,x,price
VS2,Very Good,G,1.52,7.41,12596
SI1,Very Good,J,2.0,8.16,12598
VS2,Premium,G,1.53,7.31,12602
VS1,Very Good,G,1.51,7.34,12603
SI1,Ideal,H,1.74,7.71,12605
VS2,Fair,D,1.5,7.12,12606
SI1,Ideal,I,2.0,8.07,12606
SI1,Ideal,J,2.0,8.05,12607
VS2,Premium,H,1.71,7.85,12607
VVS2,Ideal,F,1.36,7.17,12608
VS2,Very Good,I,1.79,7.87,12610
SI2,Fair,F,2.0,8.13,12610
SI2,Very Good,I,2.0,8.29,12612
VVS1,Ideal,F,1.21,6.82,12613
VS1,Very Good,E,1.39,7.15,12614
SI2,Good,F,2.0,8.31,12615
SI1,Ideal,F,1.53,7.35,12616
SI1,Ideal,F,1.53,7.38,12616
SI2,Fair,H,2.0,7.8,12617
SI2,Very Good,H,2.0,8.01,12617
SI1,Ideal,I,2.0,8.04,12617
SI1,Premium,I,2.0,8.16,12617
SI1,Ideal,G,2.0,8.04,12618
VS2,Ideal,H,1.63,7.6,12620
VS1,Very Good,I,1.7,7.67,12621
SI1,Very Good,F,1.53,7.45,12621
SI1,Ideal,F,1.58,7.56,12621
VVS1,Ideal,F,0.26,4.07,635
VVS1,Ideal,H,0.3,4.31,636
VS1,Ideal,J,0.42,4.83,636
SI1,Ideal,D,0.36,4.61,636
SI1,Very Good,G,0.4,4.81,636
VS2,Premium,D,0.31,4.32,636
VS1,Very Good,E,0.31,4.32,636
VS2,Ideal,D,0.31,4.32,636
VS1,Premium,E,0.31,4.35,636
VS2,Ideal,J,0.41,4.78,637
VS2,Ideal,J,0.41,4.72,637
VS2,Ideal,E,0.32,4.4,637
VS1,Ideal,G,0.3,4.38,637
SI1,Ideal,H,0.38,4.69,637
SI1,Ideal,E,0.34,4.54,637
SI1,Ideal,E,0.34,4.48,637
VS2,Good,F,0.31,4.46,637
VVS2,Ideal,G,0.3,4.33,638
VS1,Ideal,E,0.31,4.42,638
VS1,Good,E,0.32,4.28,638
SI1,Fair,F,0.32,4.36,638
SI1,Premium,F,0.32,4.43,638
I1,Ideal,F,0.38,4.64,638
VVS2,Very Good,G,0.3,4.28,638
SI2,Good,D,0.41,4.72,638
SI2,Good,E,0.41,4.69,638
SI2,Good,E,0.41,4.68,638
SI2,Very Good,D,0.41,4.72,638
SI2,Very Good,E,0.41,4.69,638
SI2,Very Good,E,0.41,4.7,638
VS1,Ideal,I,1.7,7.63,12622
VS1,Very Good,I,1.7,7.7,12622
VS2,Ideal,G,1.51,7.43,12626
VVS2,Ideal,F,1.3,6.96,12629
SI2,Premium,H,2.0,8.3,12633
SI2,Fair,G,2.0,8.06,12633
SI1,Very Good,J,2.0,8.09,12637
SI2,Very Good,D,2.0,8.28,12639
SI1,Ideal,H,1.71,7.74,12641
VS2,Ideal,F,1.5,7.42,12641
IF,Very Good,E,1.06,6.5,12642
SI1,Premium,E,1.51,7.52,12644
SI1,Premium,E,1.51,7.38,12644
VS1,Premium,G,1.58,7.46,12645
SI1,Ideal,E,1.55,7.43,12646
IF,Very Good,E,1.14,6.63,12647
VVS2,Very Good,H,1.52,7.3,12648
SI1,Ideal,D,1.51,7.47,12648
VVS1,Fair,F,1.32,7.31,12648
VS1,Very Good,G,1.53,7.31,12654
SI1,Ideal,H,2.0,8.05,12654
SI2,Ideal,J,2.0,8.18,12654
SI2,Good,G,2.0,7.93,12654
SI2,Very Good,J,2.0,8.4,12655
SI1,Premium,E,1.51,7.58,12655
SI2,Premium,H,2.0,8.12,12655
VVS2,Ideal,D,1.21,6.77,12657
SI1,Premium,F,1.64,7.53,12670
VS1,Premium,E,1.41,7.3,12671
SI1,Ideal,F,1.58,7.52,12671
VS2,Very Good,G,1.5,7.23,12672
VS1,Premium,I,1.73,7.65,12674
VS1,Ideal,J,1.89,7.93,12674
SI2,Premium,H,2.0,8.06,12677
SI2,Ideal,F,2.0,8.09,12677
SI2,Ideal,H,2.0,8.14,12680
SI2,Premium,H,2.0,8.14,12680
SI2,Good,I,2.0,7.82,12681
VS2,Premium,G,1.7,7.67,12681
VS1,Ideal,H,1.6,7.59,12681
SI1,Premium,F,1.68,7.72,12681
VS2,Very Good,J,2.0,7.88,12683
VS1,Very Good,H,1.65,7.55,12686
SI2,Ideal,I,2.0,8.83,12687
SI1,Ideal,D,1.51,7.3,12688
SI1,Premium,J,2.0,8.12,12690
SI2,Premium,H,2.0,8.25,12693
VS2,Good,F,1.5,7.31,12693
SI1,Ideal,J,2.0,8.08,12696
SI1,Premium,H,1.72,7.63,12696
VS2,Premium,G,1.51,7.52,12696
SI1,Very Good,D,1.57,7.57,12697
VVS1,Ideal,F,1.25,6.93,12698
SI2,Ideal,G,1.91,7.9,12700
VS1,Ideal,H,1.5,7.29,12702
SI1,Premium,D,1.52,7.51,12707
SI2,Ideal,D,2.0,8.17,12707
VS2,Good,D,1.51,7.36,12709
SI1,Ideal,F,1.62,7.44,12712
VS1,Premium,E,1.37,7.27,12713
SI1,Ideal,J,2.0,8.21,12713
SI2,Very Good,I,2.0,8.14,12714
SI2,Ideal,J,2.0,8.06,12716
VS2,Premium,G,1.53,7.45,12717
VS2,Ideal,E,1.56,7.56,12717
SI1,Ideal,I,2.0,8.05,12717
SI1,Ideal,H,1.74,7.74,12720
SI2,Ideal,H,2.0,8.25,12720
IF,Premium,F,1.13,6.82,12722
VS2,Good,H,1.7,7.48,12723
VVS1,Ideal,E,1.11,6.68,12725
IF,Ideal,I,1.5,7.34,12725
VS2,Very Good,G,1.52,7.37,12730
VVS2,Ideal,H,1.53,7.35,12731
VVS2,Ideal,F,1.3,6.97,12734
VVS2,Very Good,F,1.32,6.97,12736
SI2,Ideal,J,2.0,8.11,12736
VS1,Premium,I,1.7,7.79,12737
VS1,Ideal,I,1.7,7.67,12737
SI1,Premium,E,1.51,7.45,12738
SI1,Premium,D,1.51,7.51,12738
VS2,Premium,G,1.52,7.41,12738
SI1,Premium,D,1.51,7.41,12738
SI1,Ideal,D,1.51,7.56,12738
SI2,Ideal,F,2.0,8.19,12743
VS2,Ideal,F,1.39,7.19,12744
VVS2,Ideal,F,1.3,7.04,12745
SI2,Premium,H,2.0,8.44,12747
VVS1,Ideal,E,1.1,6.69,12748
SI2,Premium,H,2.0,8.26,12753
SI1,Good,E,1.5,7.17,12754
VS1,Good,I,1.71,7.58,12755
SI1,Ideal,J,2.0,8.5,12755
VS2,Premium,G,1.51,7.2,12756
VS2,Good,G,1.51,7.2,12756
VS2,Premium,G,1.51,7.28,12756
VS2,Very Good,G,1.51,7.47,12756
SI2,Ideal,H,2.0,8.1,12762
VVS2,Ideal,H,1.52,7.32,12764
VS2,Fair,H,2.0,7.92,12765
SI2,Very Good,D,2.0,8.12,12765
VS1,Premium,I,2.0,8.25,12766
SI1,Very Good,J,2.0,7.99,12768
SI2,Premium,J,2.0,8.47,12770
SI1,Premium,D,1.73,7.76,12770
SI2,Very Good,J,2.0,8.21,12771
VS1,Very Good,H,1.65,7.56,12773
VVS1,Ideal,F,1.19,6.84,12776
SI2,Ideal,J,2.0,8.18,12778
VS2,Very Good,E,1.51,7.2,12779
SI1,Very Good,E,1.64,7.51,12779
SI1,Good,E,1.54,7.31,12779
VS2,Ideal,G,1.5,7.26,12787
VS2,Premium,G,1.5,7.34,12787
VS2,Good,G,1.5,7.24,12787
VVS2,Premium,E,1.2,6.83,12787
VS2,Premium,G,1.5,7.27,12787
VS2,Fair,G,1.5,7.16,12787
VVS2,Ideal,D,1.13,6.64,12788
SI1,Very Good,H,1.71,7.78,12791
SI1,Ideal,E,1.53,7.35,12791
SI2,Premium,G,2.0,8.4,12792
SI2,Premium,G,2.0,8.18,12794
VVS2,Ideal,D,1.19,6.76,12795
VVS2,Very Good,G,1.5,7.34,12798
SI1,Good,J,2.0,7.93,12798
SI1,Very Good,D,1.58,7.41,12799
SI2,Fair,E,2.0,7.87,12799
VS2,Premium,G,1.54,7.49,12800
VS2,Ideal,H,1.57,7.47,12809
VS1,Ideal,H,1.57,7.44,12810
SI1,Fair,J,2.0,8.79,12811
SI2,Premium,F,1.9,7.78,12812
SI2,Ideal,J,2.0,8.06,12814
SI2,Ideal,G,1.91,7.94,12816
SI1,Very Good,E,1.66,7.52,12818
SI1,Premium,F,1.64,7.65,12821
VS2,Ideal,G,1.5,7.32,12821
VVS2,Premium,G,1.5,7.4,12821
VS2,Very Good,I,1.81,7.68,12822
SI1,Premium,D,1.52,7.55,12823
SI1,Premium,D,1.52,7.5,12823
SI1,Premium,D,1.52,7.59,12823
VS1,Ideal,F,1.31,6.97,12825
SI1,Good,H,2.0,8.24,12825
SI1,Ideal,F,1.62,7.5,12828
VS2,Fair,E,1.51,7.06,12829
SI1,Ideal,G,2.0,8.08,12829
SI2,Very Good,H,2.0,8.09,12829
SI1,Premium,I,2.0,8.2,12829
SI1,Premium,H,2.0,8.18,12829
VS2,Ideal,G,1.72,7.65,12830
VS1,Premium,G,1.51,7.3,12831
SI2,Ideal,G,2.0,8.44,12831
VS2,Premium,J,2.0,8.04,12832
VS2,Ideal,J,2.0,8.06,12832
VS2,Very Good,H,1.7,7.48,12833
SI2,Very Good,I,2.0,8.32,12839
VS2,Very Good,G,1.52,7.36,12840
VS2,Ideal,G,1.52,7.39,12840
VVS2,Ideal,F,1.28,6.95,12841
SI2,Premium,I,2.0,8.3,12842
SI1,Ideal,H,1.78,7.77,12843
SI1,Very Good,E,1.58,7.38,12844
SI1,Premium,I,2.0,8.29,12844
VS1,Very Good,J,2.0,8.16,12845
VS2,Very Good,D,1.59,7.47,12846
VS2,Ideal,G,1.51,7.45,12846
VVS2,Ideal,D,1.23,6.85,12848
VVS2,Ideal,H,1.53,7.39,12848
SI1,Premium,E,1.53,7.35,12851
SI2,Very Good,J,2.0,8.23,12853
SI2,Premium,G,2.0,8.18,12857
SI1,Ideal,F,1.62,7.56,12857
VS1,Very Good,G,1.5,7.31,12862
SI1,Premium,J,2.0,8.06,12862
VS2,Ideal,H,1.56,7.45,12864
IF,Ideal,E,1.01,6.53,12865
VS2,Very Good,F,1.5,7.22,12870
SI1,Good,E,1.5,7.22,12870
SI1,Ideal,F,1.6,7.54,12871
VS2,Premium,G,1.51,7.34,12872
VS2,Premium,G,1.51,7.31,12872
VS2,Very Good,G,1.51,7.28,12872
VS2,Very Good,G,1.51,7.23,12872
VS2,Very Good,H,1.7,7.57,12874
VS2,Very Good,H,1.7,7.52,12874
SI1,Premium,H,1.72,7.64,12880
SI2,Ideal,I,2.0,8.64,12883
SI2,Premium,G,2.0,8.16,12883
SI1,Ideal,J,2.0,8.03,12884
VVS2,Very Good,G,1.42,7.14,12891
SI2,Premium,D,2.0,8.31,12891
IF,Very Good,E,1.15,6.78,12895
SI1,Premium,E,1.64,7.55,12896
VVS2,Ideal,H,1.58,7.44,12897
SI1,Premium,E,2.0,8.05,12898
VS2,Premium,F,1.51,7.46,12899
VS1,Premium,G,1.49,7.41,12900
IF,Very Good,F,1.2,6.74,12905
VS2,Very Good,G,1.51,7.2,12906
VVS1,Ideal,F,1.22,6.85,12906
VS1,Ideal,I,2.0,8.08,12907
VS2,Ideal,G,1.53,7.48,12907
SI2,Very Good,H,2.0,8.36,12907
SI1,Ideal,E,1.52,7.36,12907
VS1,Fair,I,2.0,7.98,12907
SI1,Ideal,H,1.63,7.5,12910
VVS2,Ideal,D,1.19,6.86,12912
SI1,Very Good,J,2.0,7.98,12915
VS1,Very Good,G,1.52,7.48,12916
SI1,Good,D,1.75,7.63,12918
SI2,Premium,H,2.0,8.6,12921
VS1,Fair,H,1.98,8.28,12923
SI2,Good,I,2.0,8.1,12927
SI2,Good,G,2.0,8.37,12929
SI2,Premium,H,2.0,8.06,12931
SI1,Premium,H,1.73,7.77,12931
IF,Ideal,G,1.3,7.03,12932
SI2,Very Good,I,2.0,8.13,12937
SI2,Ideal,I,2.0,8.63,12939
VS2,Premium,I,1.81,7.77,12939
SI2,Premium,H,2.0,8.14,12940
IF,Ideal,G,1.39,7.21,12943
SI2,Good,I,2.0,8.4,12944
VS2,Ideal,H,1.67,7.55,12945
VS2,Ideal,G,1.51,7.28,12947
VS1,Fair,G,1.51,7.35,12948
VS1,Premium,G,1.51,7.34,12948
SI1,Ideal,G,1.55,7.4,12951
VVS1,Ideal,F,1.11,6.7,12956
VVS1,Ideal,F,1.11,6.62,12956
VVS2,Ideal,F,1.28,6.95,12958
VS2,Premium,G,1.52,7.39,12958
VS2,Ideal,G,1.52,7.45,12958
VS2,Good,J,2.0,8.4,12961
VS1,Premium,J,2.0,8.23,12963
SI2,Good,I,2.0,8.09,12964
VVS2,Good,E,1.3,6.95,12967
VS2,Very Good,J,2.0,8.08,12968
VS1,Very Good,G,1.52,7.27,12968
SI1,Premium,E,1.53,7.4,12968
SI2,Premium,J,2.0,8.25,12970
SI2,Premium,I,2.0,8.31,12970
VVS2,Ideal,H,1.59,7.43,12971
SI2,Ideal,E,1.71,7.62,12978
VS2,Ideal,F,1.54,7.42,12978
SI1,Premium,J,2.0,8.12,12979
SI2,Premium,I,2.0,8.43,12980
VVS1,Very Good,H,1.51,7.3,12981
SI2,Very Good,D,1.78,7.76,12981
SI1,Ideal,D,1.53,7.35,12981
VS1,Premium,I,1.79,7.65,12985
SI2,Good,I,2.0,7.86,12985
VS2,Premium,F,1.52,7.38,12985
SI2,Premium,E,2.0,8.15,12987
IF,Very Good,H,1.5,7.23,12988
VVS2,Ideal,D,1.16,6.68,12989
SI1,Ideal,G,1.63,7.63,12990
SI1,Ideal,F,1.58,7.57,12991
VS2,Premium,H,1.7,7.61,12992
VS2,Premium,H,1.7,7.57,12992
VVS2,Ideal,D,1.01,6.44,12996
VS1,Ideal,I,1.7,7.65,12996
VS2,Very Good,H,1.73,7.64,12998
SI1,Premium,H,1.72,7.71,12998
VS2,Very Good,F,1.5,7.29,13001
VS2,Very Good,E,1.52,7.43,13001
VS2,Premium,I,2.0,8.26,13003
VVS2,Ideal,E,1.25,6.93,13006
SI1,Ideal,I,2.0,8.38,13006
SI2,Fair,G,2.0,7.97,13007
SI2,Very Good,G,2.0,8.19,13007
SI2,Premium,G,2.0,8.09,13007
VS1,Premium,G,1.5,7.29,13009
VS2,Good,F,1.51,7.32,13010
VS2,Very Good,F,1.51,7.2,13012
VS2,Premium,G,1.58,7.44,13014
VVS1,Very Good,E,1.2,6.77,13015
SI2,Fair,D,2.0,7.99,13016
SI2,Ideal,D,1.77,7.77,13026
SI2,Premium,I,2.0,8.74,13027
VVS1,Ideal,F,1.22,6.88,13029
VVS2,Ideal,E,1.23,6.95,13034
VS1,Ideal,G,1.5,7.47,13034
VS1,Premium,G,1.52,7.38,13034
VS1,Premium,G,1.52,7.37,13034
VS2,Very Good,G,1.58,7.59,13037
VS2,Very Good,F,1.5,7.16,13037
VS1,Premium,I,1.74,7.71,13037
SI1,Ideal,J,2.0,8.15,13038
VS2,Very Good,J,2.0,8.09,13043
VS2,Premium,J,2.0,8.36,13046
SI1,Very Good,E,1.61,7.43,13047
VS1,Good,I,1.75,7.92,13047
VS2,Ideal,G,1.5,7.31,13049
SI2,Premium,I,2.0,8.24,13052
IF,Ideal,F,1.05,6.48,13060
SI2,Good,E,0.41,4.71,638
SI2,Good,E,0.41,4.68,638
SI2,Very Good,E,0.41,4.8,638
SI2,Good,E,0.41,4.69,638
VVS2,Very Good,G,0.3,4.3,638
VVS2,Ideal,G,0.3,4.29,638
VVS2,Very Good,G,0.3,4.34,638
VVS2,Very Good,G,0.3,4.26,638
VVS1,Very Good,H,0.3,4.25,638
VVS1,Very Good,H,0.3,4.27,638
VVS1,Good,H,0.3,4.28,638
VVS1,Ideal,H,0.3,4.31,639
VS2,Ideal,I,0.4,4.73,639
VS2,Ideal,E,0.32,4.39,639
VS2,Ideal,E,0.32,4.39,639
VS1,Ideal,F,0.32,4.4,639
SI1,Ideal,I,0.41,4.79,639
SI1,Ideal,G,0.38,4.72,639
SI1,Ideal,G,0.38,4.64,639
VS2,Premium,E,0.31,4.46,639
VS2,Premium,E,0.31,4.49,639
VS1,Very Good,H,0.3,4.31,639
VS2,Very Good,E,0.3,4.28,640
VS1,Very Good,G,0.31,4.35,640
VS1,Very Good,G,0.31,4.36,640
VS1,Very Good,G,0.31,4.39,640
VS1,Very Good,E,0.3,4.37,640
VS1,Very Good,E,0.3,4.21,640
SI1,Very Good,E,0.38,4.75,640
VS2,Ideal,F,0.31,4.35,640
IF,Ideal,F,1.03,6.44,13060
IF,Ideal,G,1.39,7.27,13061
VS2,Ideal,H,1.67,7.57,13063
SI2,Very Good,I,2.0,8.04,13063
SI2,Very Good,I,2.0,7.99,13063
SI2,Ideal,E,2.0,8.26,13065
SI2,Premium,J,2.0,8.42,13065
VS2,Very Good,G,1.51,7.22,13068
VS2,Premium,I,2.0,8.29,13068
VS2,Good,H,1.71,7.57,13068
SI1,Premium,J,2.0,8.29,13069
SI2,Premium,G,2.0,8.25,13069
VS2,Premium,F,1.51,7.37,13074
IF,Premium,H,1.51,7.41,13075
VS2,Premium,G,1.53,7.55,13077
SI1,Premium,H,1.72,7.63,13078
VS1,Premium,G,1.56,7.47,13079
VS2,Very Good,F,1.51,7.22,13080
SI1,Premium,H,1.75,7.79,13081
SI2,Premium,F,2.0,8.6,13084
VS1,Premium,I,1.77,7.76,13085
VVS1,Ideal,F,1.2,6.86,13088
SI2,Premium,J,2.0,8.32,13092
SI1,Premium,I,1.91,8.02,13092
SI2,Very Good,H,2.0,8.38,13095
VVS1,Ideal,G,1.25,6.9,13096
VS1,Premium,I,1.71,7.74,13097
SI2,Ideal,E,1.71,7.69,13097
SI2,Premium,D,2.0,8.02,13098
SI2,Very Good,H,1.96,7.86,13099
VS2,Very Good,H,1.73,7.78,13102
VS1,Premium,I,1.79,7.72,13104
IF,Premium,H,1.5,7.3,13107
SI2,Good,D,2.0,8.12,13109
SI2,Ideal,I,2.0,8.05,13109
VS2,Very Good,J,2.0,8.04,13109
VS2,Ideal,G,1.54,7.35,13110
VVS2,Very Good,D,1.13,6.64,13111
VS2,Premium,G,1.5,7.39,13112
VS2,Very Good,J,2.0,8.12,13113
VS2,Ideal,G,1.51,7.37,13115
SI2,Premium,I,2.0,8.34,13117
SI2,Premium,I,2.0,8.11,13117
SI2,Premium,H,2.0,8.23,13119
VS1,Premium,G,1.53,7.5,13119
VS2,Premium,G,1.54,7.43,13120
VS2,Premium,H,1.72,7.74,13122
VVS2,Premium,I,1.7,7.62,13127
SI1,Ideal,J,2.0,8.06,13132
VS2,Premium,G,1.58,7.47,13132
SI2,Premium,J,2.0,8.13,13133
SI2,Premium,H,2.0,8.13,13134
SI2,Very Good,E,1.83,7.76,13134
VS1,Premium,F,1.51,7.31,13134
VS2,Ideal,G,1.5,7.41,13135
VS2,Ideal,G,1.5,7.36,13135
VS2,Ideal,G,1.5,7.33,13135
SI1,Ideal,F,1.6,7.55,13140
SI2,Good,H,2.0,8.26,13144
SI2,Premium,J,2.0,8.21,13148
SI1,Very Good,F,1.71,7.54,13152
VS2,Ideal,G,1.52,7.38,13153
VS2,Ideal,G,1.5,7.39,13154
VVS2,Good,G,1.51,7.24,13155
I1,Ideal,D,2.0,9.04,13156
VS2,Ideal,E,1.51,7.43,13157
VS2,Premium,G,1.51,7.42,13157
VS2,Good,F,1.5,7.52,13160
VS2,Very Good,G,1.52,7.28,13161
SI1,Ideal,D,1.51,7.35,13162
VS2,Premium,J,2.0,8.12,13162
VS2,Ideal,G,1.51,7.28,13163
VVS2,Ideal,D,1.2,6.78,13165
VVS2,Ideal,G,1.31,7.09,13168
SI1,Very Good,H,1.71,7.77,13169
SI1,Ideal,E,1.55,7.36,13171
SI1,Premium,F,1.62,7.48,13177
VS2,Premium,G,1.56,7.4,13178
IF,Ideal,G,1.24,6.93,13178
SI2,Premium,I,2.0,8.12,13182
SI2,Premium,I,2.0,8.08,13182
SI2,Ideal,I,2.0,8.32,13182
SI1,Ideal,I,2.0,8.21,13182
SI1,Good,F,1.63,7.57,13187
VS1,Very Good,G,1.53,7.32,13189
VS2,Ideal,H,1.71,7.64,13190
IF,Premium,H,1.51,7.44,13194
VS2,Premium,G,1.51,7.44,13194
SI1,Very Good,D,1.54,7.31,13196
SI1,Ideal,G,1.71,7.65,13196
SI2,Premium,I,2.0,8.11,13198
SI2,Premium,H,2.0,8.13,13199
VVS1,Very Good,F,1.27,6.99,13200
SI2,Ideal,J,2.0,8.39,13200
SI2,Ideal,F,2.0,8.05,13201
VS1,Very Good,J,2.0,8.14,13203
I1,Premium,G,2.0,9.285,13203
SI2,Premium,J,2.0,8.25,13205
SI2,Very Good,H,2.0,8.06,13206
VS2,Premium,G,1.53,7.54,13206
VS1,Premium,G,1.52,7.39,13207
VVS1,Very Good,H,1.63,7.68,13211
SI2,Premium,J,2.0,8.37,13212
VS2,Ideal,G,1.51,7.48,13214
VS2,Very Good,F,1.52,7.38,13215
SI1,Premium,J,2.0,8.07,13219
VS2,Premium,H,1.73,7.82,13221
VS2,Premium,F,1.51,7.39,13221
VS2,Very Good,G,1.53,7.58,13225
VS2,Premium,J,2.0,8.13,13228
VS1,Very Good,G,1.53,7.52,13228
VS2,Premium,J,2.0,8.07,13228
SI2,Premium,D,2.0,8.14,13229
SI2,Ideal,I,2.0,8.12,13229
SI1,Premium,H,2.0,8.09,13229
VVS2,Ideal,G,1.35,7.11,13230
VS2,Good,D,1.5,7.17,13232
SI2,Premium,H,2.0,8.31,13233
VS2,Ideal,G,1.51,7.32,13234
VS2,Very Good,G,1.5,7.26,13239
SI2,Good,G,2.0,8.37,13242
VVS2,Ideal,I,1.7,7.67,13247
IF,Good,H,1.53,7.25,13248
VS2,Very Good,G,1.53,7.3,13248
VS2,Premium,F,1.51,7.3,13248
SI1,Premium,H,2.0,8.29,13248
VS1,Ideal,I,1.73,7.7,13250
VVS1,Ideal,G,1.38,7.15,13250
VS1,Premium,I,1.73,7.75,13250
VS2,Very Good,G,1.63,7.46,13253
SI2,Ideal,J,2.0,8.15,13253
SI1,Ideal,E,1.51,7.31,13254
SI2,Ideal,E,1.83,7.82,13254
SI1,Premium,G,1.7,7.69,13256
VVS1,Ideal,F,1.18,6.79,13257
VVS2,Ideal,G,1.32,7.03,13261
VS2,Ideal,J,2.0,8.03,13263
SI1,Premium,I,2.0,8.23,13263
SI2,Premium,F,2.0,8.09,13267
SI1,Very Good,F,2.0,8.03,13275
VVS2,Good,G,1.51,7.28,13275
SI1,Very Good,I,1.93,7.89,13278
SI2,Fair,H,2.0,8.46,13278
SI1,Ideal,E,1.52,7.35,13280
VS2,Premium,G,1.52,7.39,13282
VS1,Very Good,G,1.54,7.43,13284
SI1,Good,I,2.0,7.85,13286
VS2,Very Good,D,1.5,7.21,13287
VS2,Premium,G,1.52,7.38,13287
SI1,Good,E,1.71,7.68,13287
SI1,Premium,F,1.57,7.72,13288
SI1,Ideal,F,1.64,7.6,13289
SI1,Ideal,E,1.55,7.4,13291
VS2,Premium,G,1.54,7.51,13292
VS1,Premium,G,1.51,7.38,13293
SI1,Premium,F,1.62,7.47,13298
SI1,Ideal,D,1.59,7.5,13298
SI1,Premium,F,1.62,7.53,13298
VS2,Premium,H,1.7,7.6,13298
VS2,Premium,G,1.56,7.44,13299
SI2,Premium,H,2.0,8.26,13307
VS2,Good,G,1.5,7.32,13307
VVS1,Very Good,D,1.01,6.36,13312
SI1,Premium,D,1.54,7.35,13316
SI2,Good,G,2.0,8.23,13317
SI1,Premium,G,2.0,8.44,13317
SI2,Premium,G,2.0,8.4,13317
VVS1,Premium,F,1.27,6.99,13320
VS2,Ideal,H,2.0,8.34,13320
SI1,Very Good,H,2.0,7.97,13320
SI2,Good,E,2.0,8.26,13320
SI1,Ideal,H,2.0,8.06,13320
VVS1,Premium,E,1.2,6.84,13321
SI2,Very Good,I,2.0,8.01,13323
SI1,Ideal,E,1.53,7.39,13324
VS2,Ideal,F,1.51,7.37,13325
SI2,Premium,D,1.71,7.76,13325
SI2,Premium,J,2.0,8.3,13326
SI1,Premium,D,1.58,7.6,13329
SI1,Premium,D,1.58,7.68,13329
SI1,Ideal,D,1.52,7.47,13329
VS2,Premium,F,1.5,7.38,13333
SI1,Ideal,F,1.51,7.35,13334
VVS2,Very Good,G,1.51,7.28,13337
VS2,Good,J,1.99,7.91,13338
VS2,Very Good,J,2.0,8.16,13340
VS2,Premium,H,2.0,7.99,13342
IF,Ideal,E,1.06,6.49,13344
VS1,Very Good,G,1.51,7.31,13348
SI2,Ideal,F,2.0,8.16,13351
VS2,Ideal,G,1.51,7.35,13355
SI2,Premium,J,2.0,8.35,13355
SI1,Ideal,J,2.0,8.06,13357
IF,Ideal,G,1.28,6.95,13360
SI2,Premium,D,1.75,7.74,13363
SI1,Ideal,F,1.63,7.55,13363
SI1,Premium,F,1.73,7.95,13365
SI1,Premium,I,1.91,8.11,13367
SI1,Premium,I,1.91,7.91,13367
VS2,Ideal,G,1.53,7.4,13369
IF,Very Good,H,1.53,7.34,13369
SI2,Premium,H,2.0,8.27,13369
SI2,Fair,H,2.0,8.09,13370
SI1,Premium,I,2.0,8.18,13370
VS2,Very Good,D,1.5,7.24,13372
SI2,Ideal,F,2.0,8.28,13373
SI1,Ideal,H,1.68,7.63,13375
VS2,Premium,H,1.71,7.64,13376
VS1,Ideal,G,1.5,7.38,13377
VS1,Very Good,G,1.51,7.32,13378
VS1,Very Good,G,1.5,7.24,13379
SI1,Fair,F,2.0,8.32,13387
SI1,Premium,H,2.0,8.23,13387
SI2,Premium,E,2.0,8.02,13387
SI2,Ideal,E,2.0,8.0,13387
VS2,Premium,F,1.52,7.49,13389
SI1,Ideal,I,1.75,7.67,13393
SI2,Premium,J,2.0,8.33,13395
VVS2,Ideal,H,1.58,7.49,13397
SI2,Ideal,I,2.0,8.12,13398
VS1,Ideal,G,1.7,7.61,13398
VS1,Fair,J,2.0,7.95,13399
VS2,Premium,J,2.0,8.13,13400
SI2,Premium,I,2.0,8.13,13400
VS2,Ideal,H,2.0,8.21,13403
VVS1,Premium,D,1.11,6.67,13405
VVS1,Ideal,G,1.31,7.03,13406
SI1,Premium,G,1.7,7.61,13417
SI2,Premium,G,1.86,7.83,13420
SI2,Premium,G,2.0,7.98,13420
IF,Ideal,H,1.55,7.42,13421
SI2,Premium,H,2.0,8.36,13421
VS2,Premium,F,1.53,7.36,13423
VS2,Ideal,H,1.68,7.77,13427
VS2,Ideal,G,1.5,7.37,13428
SI1,Ideal,E,1.58,7.5,13434
SI2,Premium,F,2.0,8.15,13437
IF,Ideal,G,1.37,7.11,13439
SI1,Fair,H,2.0,7.83,13442
VS1,Premium,G,1.68,7.89,13445
VS2,Very Good,H,1.71,7.54,13445
VS2,Ideal,H,1.71,7.59,13445
SI1,Premium,D,1.5,7.4,13445
SI2,Ideal,F,2.0,8.07,13453
SI1,Premium,H,2.0,7.85,13453
SI2,Premium,H,2.0,8.26,13460
VS1,Ideal,G,1.57,7.53,13462
VS2,Ideal,J,2.0,8.21,13462
SI1,Good,I,2.0,7.85,13464
SI1,Very Good,I,2.0,7.99,13464
VS2,Ideal,I,1.73,7.72,13465
VVS1,Ideal,E,1.2,6.78,13474
VS2,Premium,F,1.51,7.25,13474
VS2,Premium,J,2.0,8.04,13477
SI1,Ideal,H,1.71,7.74,13477
SI2,Good,H,2.0,8.01,13480
VS2,Premium,G,1.52,7.33,13483
VVS1,Ideal,E,1.13,6.66,13485
VS1,Ideal,D,1.29,6.93,13485
SI2,Premium,D,1.75,7.78,13485
VS2,Premium,H,1.72,7.69,13486
SI2,Very Good,I,2.0,8.0,13488
VS2,Very Good,J,2.0,8.16,13495
SI2,Ideal,G,2.0,7.98,13498
VS2,Very Good,J,2.0,8.03,13499
SI1,Good,F,1.72,7.52,13499
